Question,Answer,File,URL
"If I have been approved in an area of specialization, whom should I contact?",the appropriate departmental advisor,0_3_1_3,https://www.sfu.ca/students/academicadvising/contact/departmental-advisors.html
Whom should I contact if I am ready to have a specialization (major or minor) approved?,the appropriate departmental advisor,0_3_1_3,https://www.sfu.ca/students/academicadvising/contact/departmental-advisors.html
Where should I go for departmental advising?,Contact the appropriate departmental advisor.,0_3_1_3,https://www.sfu.ca/students/academicadvising/contact/departmental-advisors.html
Who should I see from Student Services for general advising?,General advisor from Student Services,0_3_1_3,https://www.sfu.ca/students/academicadvising/contact/departmental-advisors.html
What types of advisors are mentioned on the page?,"departmental advisor
General advisor from Student Services",0_3_1_3,https://www.sfu.ca/students/academicadvising/contact/departmental-advisors.html
Which social media platforms are listed on the page?,"Facebook
Twitter
Instagram",0_3_1_3,https://www.sfu.ca/students/academicadvising/contact/departmental-advisors.html
How can advisors help me according to the website?,"Help you find answers.
Assist with specialization (major or minor) approval—contact the appropriate departmental advisor.",0_3_1_3,https://www.sfu.ca/students/academicadvising/contact/departmental-advisors.html
When should I contact the appropriate departmental advisor?,"When you have been approved in an area of specialization, or are ready to have a specialization (major or minor) approved.",0_3_1_3,https://www.sfu.ca/students/academicadvising/contact/departmental-advisors.html
What should I do if I need general advising?,See a General advisor from Student Services.,0_3_1_3,https://www.sfu.ca/students/academicadvising/contact/departmental-advisors.html
Which social media platforms are mentioned in the extracted text?,"Facebook, Twitter, Instagram",0_3_1_4,https://www.sfu.ca/students/academicadvising/events.html
"Does the extracted text include a ""read more"" prompt?",Yes,0_3_1_4,https://www.sfu.ca/students/academicadvising/events.html
Is Facebook listed in the extracted text?,Yes,0_3_1_4,https://www.sfu.ca/students/academicadvising/events.html
Is Twitter listed in the extracted text?,Yes,0_3_1_4,https://www.sfu.ca/students/academicadvising/events.html
Is Instagram listed in the extracted text?,Yes,0_3_1_4,https://www.sfu.ca/students/academicadvising/events.html
How many social media platforms are named in the extracted text?,3,0_3_1_4,https://www.sfu.ca/students/academicadvising/events.html
What phrase suggests there is additional content to view?,read more,0_3_1_4,https://www.sfu.ca/students/academicadvising/events.html
Are the social media names presented as links or icons in the extracted text?,links,0_3_1_4,https://www.sfu.ca/students/academicadvising/events.html
"Does the extracted text include any other words besides ""read more"" and social media names?",No,0_3_1_4,https://www.sfu.ca/students/academicadvising/events.html
Is there any indication of sharing options in the extracted text?,"Yes — Facebook, Twitter, Instagram",0_3_1_4,https://www.sfu.ca/students/academicadvising/events.html
Which social network appears first in the list?,Facebook,0_3_1_4,https://www.sfu.ca/students/academicadvising/events.html
Does the extracted text include an ellipsis?,Yes,0_3_1_4,https://www.sfu.ca/students/academicadvising/events.html
"Who can help with degree planning, program requirements, and personal, professional and educational goals?",Academic advisors,0_3_1,https://www.sfu.ca/students/academicadvising.html
What should new students consider doing before meeting with an academic advisor?,Complete University Prep first.,0_3_1,https://www.sfu.ca/students/academicadvising.html
Are new students advised to complete University Prep prior to an advising meeting?,Yes,0_3_1,https://www.sfu.ca/students/academicadvising.html
"If I have less than 60 units and my major is undeclared, which advising should I see?",See general academic advising,0_3_1,https://www.sfu.ca/students/academicadvising.html
"If I have more than 60 units, or was admitted directly into a major or specialization, whom should I contact?",The appropriate departmental advising.,0_3_1,https://www.sfu.ca/students/academicadvising.html
Should students admitted directly into a major contact departmental advising?,Yes.,0_3_1,https://www.sfu.ca/students/academicadvising.html
Should students with more than 60 units use departmental advising rather than general advising?,Yes — students with more than 60 units should contact departmental advising.,0_3_1,https://www.sfu.ca/students/academicadvising.html
Can academic advisors help with program requirements?,Yes.,0_3_1,https://www.sfu.ca/students/academicadvising.html
"Does the page list social media links such as Facebook, Twitter, and Instagram?",Yes,0_3_1,https://www.sfu.ca/students/academicadvising.html
Where can I find information about departmental advising?,See departmental advising.,0_3_1,https://www.sfu.ca/students/academicadvising.html
What phone number is listed for contact?,778.782.4143,0_3_2,https://www.sfu.ca/students/bot.html
What email address is provided for contact?,success@sfu.ca,0_3_2,https://www.sfu.ca/students/bot.html
Which social media platforms are mentioned?,"Facebook, Twitter, Instagram",0_3_2,https://www.sfu.ca/students/bot.html
How can I book an appointment?,"Phone 778.782.4143
Email success@sfu.ca",0_3_2,https://www.sfu.ca/students/bot.html
What call-to-action prompts appear on the page?,"Book an appointment.
JOIN NOW",0_3_2,https://www.sfu.ca/students/bot.html
How many times is the phone number 778.782.4143 shown in the extracted text?,6,0_3_2,https://www.sfu.ca/students/bot.html
How many times is the email success@sfu.ca shown in the extracted text?,6,0_3_2,https://www.sfu.ca/students/bot.html
What is the domain of the contact email address?,sfu.ca,0_3_2,https://www.sfu.ca/students/bot.html
What is the area code of the listed phone number?,778,0_3_2,https://www.sfu.ca/students/bot.html
"Is there an invitation to ""JOIN NOW"" on the page?",Yes,0_3_2,https://www.sfu.ca/students/bot.html
"Is there an option labeled ""Book an appointment"" on the page?",Yes,0_3_2,https://www.sfu.ca/students/bot.html
Are there any contact methods listed besides phone and email?,"Book an appointment
JOIN NOW
Facebook
Twitter
Instagram",0_3_2,https://www.sfu.ca/students/bot.html
Does the extracted text include a physical mailing address?,No,0_3_2,https://www.sfu.ca/students/bot.html
What is the username portion of the contact email address?,success,0_3_2,https://www.sfu.ca/students/bot.html
"Are Facebook, Twitter, and Instagram listed as contact options?",Yes,0_3_2,https://www.sfu.ca/students/bot.html
Is the phone number formatted with periods between number groups?,Yes,0_3_2,https://www.sfu.ca/students/bot.html
Is the phone number identical in each occurrence?,Yes,0_3_2,https://www.sfu.ca/students/bot.html
Is the email address identical in each occurrence?,Yes,0_3_2,https://www.sfu.ca/students/bot.html
Who is the Back on Track Program intended for?,Students in academic difficulty,0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
What opportunities does the Back on Track Program offer students in academic difficulty?,"- Assess their academic choices
- Analyze their challenges
- Strengthen skills
- Develop strategies for future academic and personal success
- Participate in individual consultations, group meetings, in-person activities, and online learning
- Be eligible for Extended Academic Probation instead of being Required to Withdraw
- Have a “Required to Withdraw” standing removed from their permanent record if successful",0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
"What methods does the program use to help students (e.g., individual consultations, group meetings)?","individual consultations
group meetings
in-person activities
online learning opportunities",0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
Does the program include in-person activities and online learning opportunities?,Yes,0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
"What skills or practices does the program promote (e.g., self-regulation, reflective practice)?","self-regulation, reflective practice, transformative learning",0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
What is the duration of the Back on Track Program?,Three terms,0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
How can I learn more about the program requirements for each term?,Click below to learn more about the program requirements in each term.,0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
What happens to students who successfully complete the program instead of being Required to Withdraw?,They are eligible to participate in an Extended Academic Probation and have the “Required to Withdraw” standing removed from their permanent record.,0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
Are successful students’ “Required to Withdraw” standings removed from their permanent record?,Yes,0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
What alternative status are successful program applicants eligible for instead of Required to Withdraw?,Extended Academic Probation,0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
Who is eligible to apply to the Back on Track Program?,"Students in academic difficulty, including those with a ""Required to Withdraw"" standing.",0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
How does the program help students develop strategies for future academic and personal success?,"- By helping students assess their academic choices  
- By guiding students to analyze their challenges  
- By strengthening students’ skills  
- By helping students develop strategies for future academic and personal success  
- Through individual consultations, group meetings, in‑person activities, and online learning opportunities  
- By promoting self‑regulation, reflective practice, and transformative learning",0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
What contact methods are available for the Back on Track Program?,"Phone: 778.782.4143
Email: success@sfu.ca
Facebook
Twitter
Instagram",0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
What is the phone number for the Back on Track Program?,778.782.4143,0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
What is the email address for the Back on Track Program?,success@sfu.ca,0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
"Which social media platforms does the program use (e.g., Facebook, Twitter, Instagram)?","Facebook, Twitter, Instagram",0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
Does the program emphasize transformative learning?,Yes.,0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
Are there group meetings as part of the program?,Yes.,0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
Are individual consultations part of the program structure?,Yes,0_3_3_1,https://www.sfu.ca/students/bot/program-overview.html
What is the purpose of the RTW Information Session?,"To help students understand their academic standing and the available options for those with Required to Withdraw (RTW), including college readmission and the Back on Track (BOT) program, and to review BOT eligibility and program requirements (attendance is a mandatory first step to join BOT).",0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Are RTW Information Sessions mandatory for students interested in joining the Back on Track (BOT) program?,Yes — attending the RTW Information Session is a mandatory first step for students interested in joining BOT.,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Will the RTW Information Session review BOT eligibility and program requirements?,Yes — eligibility and program requirements for the BOT program are reviewed in depth during the session.,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
How do I register for an RTW Information Session?,"Register through Advisor Link: https://community.sfu.ca/advising/s/info-sessions. Once logged in, scroll down and click ""Required to Withdraw Information Sessions.""

If you have trouble accessing Advisor Link or have accessibility needs, email success@sfu.ca with your preferred session date and time.",0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
"What is Advisor Link and where do I find the ""Required to Withdraw Information Sessions"" listing?","Advisor Link is the online advising/registration portal: https://community.sfu.ca/advising/s/info-sessions

After logging into Advisor Link, scroll down on the home page and click ""Required to Withdraw Information Sessions.""",0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Do I need to log into Advisor Link to register for a session?,"Yes — you must register through Advisor Link (https://community.sfu.ca/advising/s/info-sessions). If you’re having trouble accessing Advisor Link or have accessibility needs, email success@sfu.ca with your preferred session date and time for assistance.",0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
What should I do if I’m having trouble accessing Advisor Link?,Email success@sfu.ca with your preferred session date and time for assistance with registration.,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Who can I email if I have accessibility needs or need help with registration?,success@sfu.ca,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
What is the email address for assistance with RTW session registration and accessibility needs?,success@sfu.ca,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Is there a phone number I can call for questions about RTW information sessions?,778.782.4143,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Are there both in-person and online RTW sessions available?,Yes,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
When are the Spring 2026 Required to Withdraw information sessions being held?,"UPCOMING IN-PERSON SESSIONS

UPCOMING ONLINE SESSIONS",0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Can the RTW Information Session help me understand my academic standing?,Yes — the session is designed to help you understand your academic standing and available options.,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Does attending an RTW Information Session guarantee admission to the BOT program?,"No — attending is a mandatory first step, but it does not guarantee admission; admission depends on meeting the BOT eligibility and program requirements.",0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
"If I want to defer my start in the BOT program to Summer 2026, how do I inquire about that?",Review the information provided and email success@sfu.ca to inquire about your options and eligibility.,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Where can I find more information about deferring BOT to Summer 2026?,"On the linked ""here"" information page (referenced in the message) and by emailing success@sfu.ca to inquire about options and eligibility.",0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Who should I email to ask about deferring my BOT start date and eligibility?,success@sfu.ca,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Will the RTW Information Session cover college readmission options?,Yes,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Is attending the RTW Information Session the first required step for BOT applicants?,Yes,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Are the eligibility and program requirements for BOT discussed in depth during the session?,Yes.,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
How do I indicate my preferred session date and time if I need help registering?,Email success@sfu.ca with your preferred session date and time.,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Which social media platforms does the program use for updates (as listed)?,"Facebook, Twitter, Instagram",0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
What is the exact phone number listed for contacting the RTW/BOT support team?,778.782.4143,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
"If I cannot attend a listed session, what should I do to get information about BOT eligibility?","Email success@sfu.ca to request assistance, ask about BOT eligibility, or inquire about deferring your BOT start.",0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Is there a link provided to the Advisor Link registration page?,Yes — https://community.sfu.ca/advising/s/info-sessions,0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
Can I email success@sfu.ca for general questions about the RTW Information Sessions?,"Yes — email success@sfu.ca for registration help, accessibility needs, deferral inquiries, and other RTW Information Session questions.",0_3_3_2,https://www.sfu.ca/students/bot/new-intake.html
What should I do if I am having difficulty with my SFU courses?,"- Make an appointment with an academic advisor as soon as possible.  
- If you’re on Academic Probation, work with an advisor to develop a plan to return to Good Academic Standing.  
- Talk to your instructor about your progress and possible options (e.g., deferrals, extensions).  
- Use tutoring and academic supports (Student Learning Commons, study-skill workshops).  
- Check withdrawal deadlines and consider a Withdrawal Under Extenuating Circumstances if appropriate.  
- Meet with a Financial Aid Advisor if withdrawing to discuss impacts on loans/scholarships.  
- Review the Guide to Academic Standing and Continuance and consider programs like Back on Track if required.",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
Do I need to make an appointment with an academic advisor if I am on Academic Probation?,Yes. If you are on Academic Probation you should make an appointment with an academic advisor as soon as possible to help you work toward Good Academic Standing.,0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
What is Academic Probation (OAP) and how does it work?,"What is Academic Probation (OAP)?
- You are placed on Academic Probation if you have attempted at least 9 units and your cumulative GPA (CGPA) is below 2.00.  
- It indicates you are not in Good Academic Standing; sustained marginal passes (C- or D) can lead to OAP.  
- While on OAP you may be ineligible for a Letter of Permission (LOP).

How does it work?
- Academic standing is evaluated at the end of each term once you have attempted nine or more units.  
- To get off probation you must achieve both a Term GPA and a CGPA of 2.00 or higher at the next evaluation.  
- If, while on OAP, your Term GPA is below 2.00 AND your CGPA is below 2.00, you will be Required to Withdraw (RTW).  
- You may be placed on Continued Academic Probation (CAP) until you attain a Term GPA ≥ 2.00; during CAP you may repeat failed courses.  
- You should meet with an academic advisor as soon as possible for planning and support.",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
When is my academic standing first evaluated at SFU?,After you have attempted nine units — your record is first evaluated at the end of that term (and then at the end of each subsequent term).,0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
How many units must I attempt before my record is evaluated for academic standing?,9 units,0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
What CGPA threshold places a student on Academic Probation?,Below 2.00,0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
Can passing all my courses still result in Academic Probation?,"Yes — if after attempting at least 9 units your cumulative GPA is below 2.00 you will be placed on Academic Probation, even if you passed all courses (e.g., with marginal C-/D grades).",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
How does sustained performance at the marginal pass level affect my CGPA?,"Even if you pass every course, sustained performance at the marginal pass level (C- or D) will lower your CGPA below 2.00 and result in being placed on Academic Probation (OAP).",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
Can students on Academic Probation get a Letter of Permission (LOP) to take courses elsewhere?,No. Students on Academic Probation may not be approved for a Letter of Permission (LOP) to take courses at another institution.,0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
How do I get off Academic Probation and return to Good Academic Standing (GAS)?,"- Raise both your Term GPA and your Cumulative GPA to 2.00 or higher (your standing is re‑evaluated at the end of the next completed term).  
- Book an appointment with an academic advisor immediately to develop a plan to get off probation.  
- Repeat failed courses if eligible to improve your CGPA (follow repeat limits and department permission rules).  
- Use supports: tutoring, Student Learning Commons workshops, study‑skill resources, and referrals from advisors.  
- If applicable, consider the Back on Track program (three‑term supported program) or apply for a Withdrawal Under Extenuating Circumstances if appropriate.",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
When will my Academic Standing be re-evaluated after being placed on probation?,At the end of the next completed term.,0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
What Term and Cumulative GPA do I need to achieve to get back into Good Academic Standing?,"Term GPA: 2.00 or higher
Cumulative GPA: 2.00 or higher",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
Where can I download the Guide to Academic Standing and Continuance?,"From the SFU website — the ""Academic Standing and Continuance"" section (click ""Download Guide to Academic Standing and Continuance"").",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
How many times can a student be on Continued Academic Probation (CAP)?,You may be on CAP for as long as it takes to attain a Term GPA of 2.00 or higher (no set limit).,0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
Can students on CAP repeat failed courses?,Yes — students on Continued Academic Probation (CAP) may repeat courses they have failed.,0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
Can I graduate while remaining on Academic Probation?,"No. To graduate you must have a cumulative GPA (CGPA) of 2.00 or higher — you cannot graduate while your CGPA remains below 2.00 (i.e., while on Academic Probation).",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
Where can I get help with course planning and improving my academic standing?,"Academic advisors in Student Services
See the Contact Us page to book an appointment with an academic advisor",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
How do I book an appointment with an academic advisor at SFU?,"Visit the Student Services ""Contact Us"" page on the SFU website for information on how to book an appointment with an academic advisor.",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
What does Required to Withdraw (RTW) mean and when is it applied?,"Required to Withdraw (RTW) means you must leave SFU, may not enroll in classes (existing enrolment for the next term will be cancelled) and any fees paid will be refunded upon application.

RTW is applied when, while on Academic Probation (OAP), your Term GPA is below 2.00 AND your Cumulative GPA (CGPA) is also below 2.00.",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
What happens to my enrolment and fees if I am RTW and already enrolled for the next term?,"Your enrolment will be cancelled, and any fees paid for that term will be refunded upon application for a tuition refund.",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
How can I get back into SFU after being Required to Withdraw?,"1) Apply for readmission: consult the BC Transfer Guide to find equivalent courses, then apply for readmission online via EducationPlanner BC by the admissions deadlines (check Admissions for deadline updates).

2) Enter the Back on Track Program: a three-term program with guided analysis, personalized academic advice/support and career advising to help you return to good standing.",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
What is Option 1 for returning to SFU after RTW?,"Consult the BC Transfer Guide to determine if a course is equivalent to one you've taken at SFU or before entering SFU.

Apply for readmission by the deadlines listed on the admissions website via the EducationPlanner BC online application.",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
How do I apply for readmission to SFU after RTW?,"- Option 1: Complete coursework at another post‑secondary institution (use the BC Transfer Guide to check equivalencies/required grades), then apply for readmission online through EducationPlannerBC by the admission deadlines (check Admissions for updates).

- Option 2: If eligible (first‑time RTW), enter the Back on Track Student Success Program — a three‑term program with academic supports and concurrent credit courses — to regain standing.",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
What is the Back on Track Program and how can it help students who are RTW?,"What is the Back on Track Program?
A three-term student success program (for first-time RTW students) that provides guided analysis of academic difficulties, personalized academic advice and support, career advising, and structured learning-skill development, with concurrent credit course enrollment in Terms 2 and 3.

How can it help students who are RTW?
By addressing the factors behind poor performance, teaching study and learning skills, offering personalized academic and career guidance, allowing supported reenrollment in credit courses, and improving students’ chances of returning to Good Academic Standing and completing their degree.",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
How long is the Back on Track Program and what does it involve?,"Three terms.

Guided analysis of areas of difficulty, personalized academic advice and support, career advising, academic and learning-skills development, and concurrent credit course enrollment in Terms Two and Three.",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
How can students on Extended Withdrawal (PW) become eligible for readmission to SFU?,By completing one of five specified options at another post‑secondary institution.,0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
What is a Withdrawal Under Extenuating Circumstances (WE) and when might I apply for it?,"A Withdrawal Under Extenuating Circumstances (WE) is a withdrawal granted after the regular course‑drop deadline for students who experienced unusual circumstances beyond their control; if approved, a WE notation appears on the transcript (approval is not guaranteed).

You would apply for a WE if you have passed the deadline to drop courses on your own and events beyond your control made it impossible for you to complete the course.",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
"If I miss the deadline to drop courses, when might a WE notation appear on my transcript?",If your application for a Withdrawal Under Extenuating Circumstances (WE) is approved after you’ve passed the drop deadline.,0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
What alternatives should I consider before dropping a class?,"- Talk to your instructor (get feedback, possible deferrals or extensions)  
- Tutoring and other supports (study skills classes, workshops, Student Learning Commons)  
- Check withdrawal deadlines  
- Consider financial implications (consult a Financial Aid Advisor)  
- Apply for a Withdrawal Under Extenuating Circumstances (WE) if you missed the deadline",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
Should I speak to my instructor before dropping a course?,"Yes — talk to your instructor. You don’t need their approval to drop the course, but they can tell you how you’re doing, suggest improvements, and explain other options (e.g., deferrals, extensions).",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
What tutoring and support resources are available to help me avoid dropping a course?,"- Talk to your instructor (office hours) for feedback and options (deferrals, extensions).  
- Tutoring through the Student Learning Commons.  
- Study-skill classes and workshops (Student Learning Commons / campus workshops).  
- Academic advisors in Student Services for course planning and referrals to supports.  
- Financial Aid Advisor (if withdrawing would affect loans/scholarships).",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
How can withdrawing from a class affect my financial assistance?,"- Withdrawing can impact your current or future financial assistance (may affect eligibility or amounts).  
- If you have a student loan or a scholarship/bursary, meet with a Financial Aid Advisor to notify them and get guidance.  
- See SFU Financial Aid (www.sfu.ca/students/financialaid/) for more information.",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
Where can I get advice about the financial implications of withdrawing from courses?,Meet with a Financial Aid Advisor — www.sfu.ca/students/financialaid/,0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
What are the limits on repeating courses in a degree program at SFU?,"- You may not repeat more than five courses in a degree program (courses with prior transfer credit count toward this limit).  
- This limit may be extended by the dean of the faculty.  
- No individual course may be repeated more than once except with permission of the department; enrolling a course for a third time requires departmental permission.",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
Can I repeat an individual course more than once?,No — you may not repeat an individual course more than once except with permission of the department; students wishing to enroll a third time should consult the department.,0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
How are repeated transfer credits treated on my SFU academic record?,"- You may not receive transfer credit for a course that is a repeat of a course you already passed at SFU.  
- If you take a repeat at another institution and pass, the transfer credit will remain on your SFU record as a repeat with zero unit value.  
- If you fail the repeat elsewhere or drop it, the transfer credit will still remain on your record.  
- A department may allow credit to count for both the transfer course and an SFU course if the content is judged sufficiently different.  
- Current limits on course repeats (including the five-course repeat limit) apply to repeated transfer courses, and this policy does not change how GPAs are calculated.",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
Who should I consult if I want to enroll in a sixth or subsequent repeat of a course?,"Your major department advisor
Academic Advising",0_3_3_3,https://www.sfu.ca/students/academicadvising/difficulty.html
What do I need to complete in order to graduate from my degree program?,"- The requirements for your specific degree program  
- WQB requirements (Writing, Quantitative, and Breadth)",0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
What are examples of specific degree programs offered?,Bachelor of Applied Sciences with a major in Engineering Science,0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
Do I have to choose or declare a major in my first year?,"You are not required to choose or declare a major in your first year, but it is a good time to try different courses to narrow your choices. We recommend first‑year students use their WQB requirements to study interests outside their major, as these units will still count toward their degree.",0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
When is a good time to try different courses to narrow my major choices?,Your first year.,0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
Can WQB requirement courses count toward my degree if taken in first year?,Yes — WQB courses taken in first year will count toward your degree. They can be used to explore interests outside your major and will apply to W/Q/B requirements if completed with a C- or better.,0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
How can the Academic Progress Report (APR) help me plan my program completion?,"It shows which courses and requirements you still need to complete your program, and you can use the My Planner tool to plan those courses ahead of time and enrol.",0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
How do I use the My Planner tool to plan courses and enrol?,"Use the My Planner tool to plan courses ahead of time and to enrol in courses. First consult your Academic Progress Report (APR) to see what you need to complete your program, then add those courses in My Planner to schedule and enrol.",0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
Where can I find the A–Z list to look up my program?,"On the SFU website — use the ""A–Z list"" (View A–Z list).",0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
What does the acronym WQB stand for?,"Writing, Quantitative, and Breadth",0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
"Are W, Q, and B designations applied to many courses at SFU?",Yes,0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
"What grade do I need in a W, Q, or B course for it to count toward WQB requirements?",C- or better,0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
"Should college transfer students with 60 units complete W, Q, and B transferable courses before admission?","Yes — they should consider completing some W, Q, and B transferable courses at their college before admission.",0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
"What are FAL and FAN, and what are they prerequisites for?","FAL = Foundations of Academic Literacy — prerequisite for W (Writing) courses.
FAN = Foundations of Analytical and Quantitative Reasoning — prerequisite for Q (Quantitative) courses.",0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
Will all students be required to take FAN and/or FAL?,No — not all students will have to take FAN and/or FAL; exemptions apply.,0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
"If I am required to take FAL and/or FAN, when must I complete them?",Within your first three enrolled terms.,0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
"Can I be exempt from taking FAL or FAN, and how do I find out if I am exempt?","Yes — you may be exempt from FAL or FAN if you meet certain requirements.

Contact Admissions to determine whether you are exempt and review the literacy and quantitative requirements (exemptions are subject to change).",0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
Who should I contact to determine whether I am exempt from FAL or FAN?,Admissions,0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
Where can I find further information about the literacy and quantitative requirements?,Review the literacy and quantitative requirements — or contact Admissions.,0_3_4,https://www.sfu.ca/students/academicadvising/degreeplanner.html
What is the purpose of the GPA Calculator?,To help you anticipate how many units or what GPA you need to achieve a desired CGPA.,0_3_5,https://www.sfu.ca/students/advising-resources/calculators/gpa-calculator.html
What calculator modes can I select?,"C/GPA calculator
GPA for target CGPA
Units for target CGPA",0_3_5,https://www.sfu.ca/students/advising-resources/calculators/gpa-calculator.html
"What does the ""C/GPA calculator"" mode do?",Calculates your cumulative (and term) GPA from the courses you enter by using their grades and units.,0_3_5,https://www.sfu.ca/students/advising-resources/calculators/gpa-calculator.html
